,FILENAME,real,LR,match,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
1,1,1,L,1,0.0,0.0,0.0,0.5081635583533886,0.04299902580073822,0.2225749879851133,0.7640331681054702,0.1996903461681165,0.1899882947257463,0.7169357602492011,0.3505450687858752,0.20301226038922848,0.6218717272725532,0.4395519168401112,0.22137937010983985,0.7696371305108661,0.3599599032899452,-0.6600942546882924,0.8824446831281866,0.6654202030717149,-0.7807068959828036,0.9555856782096421,0.8508024522749283,-0.8925762322588352,1.0,1.0,-1.0,0.37792877396330526,0.40156277522672346,-0.6994780354496763,0.4160709465086759,0.5736344951635052,-0.47069685348654305,0.43359046081917024,0.4871247629812217,-0.18780851052800926,0.41790166357462727,0.41609110868461496,-0.13994594566031987,-0.017357924140690664,0.40306915756565265,-0.6960944984593406,0.09839998927837736,0.5283074439714173,-0.34741060675928737,0.12399939499415097,0.4476885419484382,-0.19371753550977508,0.07874265999628573,0.38954522597168056,-0.2777140256092751,-0.39227890003810006,0.38369914857321363,-0.6790542384767472,-0.19241177157582964,0.4737730082651515,-0.34482264212714875,-0.16025341320942202,0.4035693743850629,-0.19703293562320562,-0.21720322644258475,0.3592850845661837,-0.2674387943119209
2,1,1,L,1,0.0,0.0,0.0,0.5169880596722236,0.0483075147818618,0.23599032855200125,0.7386462801402579,0.21265210242973465,0.16947227887683672,0.683223805533536,0.3674922674486702,0.14613148557931832,0.5935563260506712,0.46293862978756634,0.08340400645086314,0.7825206302707033,0.3635017070176428,-0.7431564044874557,0.881959251585595,0.6764585565614982,-0.8003868356244238,0.9630661398069003,0.8563665034118663,-0.8832434723706876,1.0,1.0,-1.0,0.38440260272143834,0.4018690433326537,-0.7875972881392707,0.4750505904545259,0.5576551173655968,-0.4902498760757924,0.490176438688442,0.471663073325843,-0.2089698091654558,0.4440314577216156,0.4101056745864766,-0.2140504146085399,-0.0018180885670475314,0.4090673653798602,-0.7664791183784795,0.1520919143518501,0.5387425765338215,-0.3523878838202599,0.18115795007402838,0.45822773827753893,-0.20084882690411263,0.12213814154466253,0.3947520594831663,-0.32061465459252325,-0.3461816368906424,0.3993905057717585,-0.7354304121547923,-0.12318313706826525,0.4991579869772123,-0.3759000566780073,-0.08593136593095864,0.4248348292331652,-0.2106483861347155,-0.15610747275506978,0.37364490562600045,-0.2744161426241475
3,1,1,L,1,0.0,0.0,0.0,0.5117734922510074,0.05643339033718751,0.2457561100773369,0.7304425828829495,0.22443428175781682,0.19150836855835057,0.6713386280984202,0.37600832389530403,0.17654814005574135,0.5772474544254926,0.46696151027749294,0.11731564021847879,0.7944243568160574,0.3685624523934176,-0.7382755866946679,0.8894148036730097,0.6809783766702973,-0.8085348764343161,0.9638116330905632,0.8586564555907937,-0.8889051083777914,1.0,1.0,-1.0,0.39929149079094944,0.40614267918681685,-0.7950331006946412,0.4563589112480507,0.5569864879175503,-0.4779229732245755,0.46188830182701524,0.47292224779196895,-0.21038707787251504,0.4271712011405489,0.4120861922091708,-0.23440973278985325,0.014811668209665525,0.41343714527647013,-0.7888126291203901,0.13985920976042046,0.5375821406258572,-0.361149702959349,0.1627587325142363,0.4589125689032847,-0.22920930240198265,0.11696753276350721,0.39528104204349673,-0.3695988499360508,-0.3264428907355061,0.4043489928775662,-0.7776355281407092,-0.13018950118172043,0.4947777891662623,-0.40797675047487797,-0.09852514714530267,0.420354161075795,-0.2515895207249784,-0.15592283660725562,0.3704537441580264,-0.32552510701404985
4,1,1,L,1,0.0,0.0,0.0,0.5060153049426938,0.058294884249292536,0.3390194362829215,0.7315748791848998,0.22641388508373064,0.31724468512377757,0.6884490147915785,0.3771988053519192,0.32867419590545255,0.5998809664044583,0.46680581673335236,0.289270816979266,0.8078796313666976,0.3732976863727284,-0.7652344408204732,0.9026604044960814,0.6841295587564413,-0.828461888805207,0.9694250175605457,0.8610466177939357,-0.8946796323182772,1.0,1.0,-1.0,0.4288554305351349,0.41167973798937607,-0.8454098017829723,0.4762812654063794,0.5645235413040559,-0.4522847092579685,0.48030419373462996,0.4828774182892611,-0.1558641135357306,0.447327452186597,0.42023173045989076,-0.20297560034882417,0.05797343303942142,0.4201848708028824,-0.8457530048760856,0.16348031837305724,0.5430311389775475,-0.32521303778682464,0.18582947583043566,0.4652109073311408,-0.1662500977939635,0.14355073507062757,0.40065300928304515,-0.33011015879198735,-0.2748072702840664,0.4124198263839201,-0.8403454070643498,-0.1020514934826016,0.5013514703320584,-0.38045839047839425,-0.07017201336201193,0.42719091485810456,-0.18879423985683008,-0.12233046983730864,0.3762279909331817,-0.2677503227723884
5,1,1,L,1,0.0,0.0,0.0,0.4904580132784355,0.06153915374290002,0.4446240331880548,0.7157690192764146,0.2296859468462621,0.4662230455760002,0.6823613842280976,0.37735058687079176,0.5162726547608061,0.5946822342480538,0.46711990461422837,0.5140063580189943,0.7814984213925024,0.3818611640430302,-0.8184902961753406,0.8959119467361956,0.6905382447118305,-0.8759068134472944,0.9672075511940206,0.8644620927378333,-0.9097082931810874,1.0,1.0,-1.0,0.4217454268319159,0.4191789308094876,-0.9219525927652227,0.46707329400448727,0.5711281400524422,-0.43497611661054375,0.47180373231513234,0.4889928918936259,-0.06267288667708519,0.4413403765384432,0.42693027456737703,-0.09869557834616229,0.06845067203278585,0.4260362412606786,-0.9354739271208162,0.16517490081815253,0.5480197120596177,-0.3174525507439315,0.19246992586849465,0.46932540895983016,-0.11127828252022565,0.15575640292163098,0.4041503392410632,-0.28749001242420913,-0.2495627522967011,0.4165659872402367,-0.9412082779709268,-0.09482031247014819,0.5013243857791213,-0.4008243735175464,-0.06131888844078598,0.4266509412345992,-0.18987328131630277,-0.10498321698289184,0.3752440260994402,-0.2855777257252282
6,1,1,L,1,0.0,0.0,0.0,0.4931027956223071,0.06342158182135542,0.5499267675222104,0.7194910842580043,0.23250772299070555,0.6091253383832058,0.6911610454290733,0.3811157255686507,0.6992204120913259,0.6009884525343393,0.470623716062478,0.7185874922468403,0.7810910629356616,0.3894686396485071,-0.8856925191755688,0.8950468399916734,0.6966126255276474,-0.9062088447993742,0.9650715057588881,0.8677987178441108,-0.9071305271957343,1.0,1.0,-0.9769249286583663,0.42763510588803677,0.43054472517927356,-1.0,0.47535498158417583,0.5765202491600505,-0.3760597441512278,0.4806103318222135,0.4959782609818294,0.0595957891482908,0.4517614043326866,0.4342356485608022,0.019312284605626062,0.08447730064537198,0.43890342311041064,-0.9997100908809645,0.17958642077147072,0.5531834420731802,-0.20922326076833106,0.20675486424381426,0.4746918291739524,0.03440116701921229,0.17537357115842736,0.40739196850279846,-0.17617496003968625,-0.22119164231634866,0.43012849445318335,-0.9919275457240841,-0.07004288422473884,0.5074492906003121,-0.30640220425161424,-0.03817576560537404,0.43239411162626407,-0.06311595381284373,-0.0779233792404725,0.3794991391357067,-0.17892997590964882
7,1,1,L,1,0.0,0.0,0.0,0.5009040801763298,0.07177049250749966,0.5797157298056834,0.7318156563022138,0.24399132258919046,0.669734684269331,0.7040426465868098,0.39389737867324803,0.7894202254550496,0.6064873127137503,0.48278028988116123,0.8438711281593616,0.787397672289351,0.3949860439332277,-0.8828068919073213,0.8928065881697318,0.7011517718425997,-0.9049374454455786,0.9622952737521444,0.8707777656178564,-0.877896467068288,1.0,1.0,-0.9197259825373295,0.43547267311427207,0.4341959945218986,-1.0,0.4626787370674872,0.5847073419446033,-0.3627623057419328,0.475651496006882,0.5060507655125083,0.08737735208403942,0.45523278273045215,0.44088999714639604,0.06167838576877862,0.09404766943962362,0.44044119376789254,-0.996880382651824,0.16841588821336093,0.5525986717956534,-0.18381618335514555,0.20344953666099277,0.47596007409142377,0.08048021414719163,0.17937650631422927,0.40722974375863624,-0.12361055096111219,-0.2080220992191747,0.4292769540283376,-0.9854196759921885,-0.08088092905778681,0.501758699656647,-0.2762584382826449,-0.04511401742566628,0.43004364275332896,-0.034378298279893596,-0.07705096212462341,0.3768436685278165,-0.14518326164322487
8,1,1,L,1,0.0,0.0,0.0,0.49278268868442276,0.07149168915262699,0.5675362874044836,0.7305561932305146,0.2397293870599498,0.6386800549640878,0.7093690514774758,0.3893754520725648,0.7457755469889258,0.6117539486290492,0.47910571974405985,0.7890585217080932,0.7811186549227985,0.39580310659509216,-0.8779216882499723,0.893861926120868,0.7008236653319835,-0.8812110220453846,0.9622444978544441,0.8698901502890126,-0.8517617537635673,1.0,1.0,-0.8825289888648655,0.44340462953099535,0.4359229588385969,-0.997330806123582,0.47760821919671087,0.5876818842414868,-0.3704211925150313,0.48344216259340766,0.5099026286558285,0.08210976181700637,0.46224142190471224,0.44408086321794893,0.05438030005507368,0.11493917552243388,0.44384907006408625,-1.0,0.19224070634166937,0.5577989893818491,-0.17485279089066502,0.22168402095919768,0.4811566336670143,0.08614575603900224,0.1976990600868972,0.411192147617217,-0.12162794635021505,-0.17610071242233633,0.4342811750151678,-0.9956516028162393,-0.03948321454231325,0.5092963225459431,-0.2688436297166827,-0.007261831640643593,0.43722950295652674,-0.03061127664148541,-0.040906569807707814,0.3826083066163888,-0.14527243579767504
9,1,1,L,1,0.0,0.0,0.0,0.5156553384213468,0.07474928368947356,0.6309134880926729,0.7506153041318516,0.24489695479815693,0.7421257021534368,0.7235054164038729,0.3971096623675494,0.8876986548190461,0.6265730550408328,0.4861499740401622,0.9712062074160933,0.7800667862887651,0.4010128912507517,-0.8757268462972961,0.8950135186009104,0.7073641948657481,-0.8661120282630932,0.9610103667052913,0.8726928740702808,-0.8087217439687088,1.0,1.0,-0.8129534510218314,0.43655123297137055,0.4427208838506218,-1.0,0.49119604171453995,0.6024476069869689,-0.3044099883331221,0.5062094299371414,0.5238481732835951,0.19836197204297606,0.4894369123808872,0.4581835109373993,0.1851353724213037,0.10918857429689423,0.45144717198428136,-0.9988200079884955,0.2053311690534046,0.572729744564551,-0.11112945562625247,0.24155287084887686,0.4955813366560841,0.1786094087865233,0.21815811303473442,0.4231429157707489,-0.026549771299924595,-0.1792646337428842,0.44239997022702504,-0.9849522723875704,-0.031038838068510544,0.5191998065570097,-0.19864705283390605,0.00491167684432341,0.44872388026464594,0.0638725973615557,-0.027245807115070266,0.39567999014075256,-0.04818530733271085
10,1,1,L,1,0.0,0.0,0.0,0.49686256773253007,0.0687317930718314,0.4863901305201606,0.7258838318890837,0.2379465773682393,0.522612628163856,0.7016255807213679,0.3902650916708681,0.5972005862703786,0.6225311108574038,0.48032498627273323,0.6111173536052574,0.7613788768600962,0.39266901784965824,-0.882803399525167,0.884375129380267,0.7007897038881155,-0.9384948010233767,0.9587786628259285,0.8693031842846961,-0.9272085061085319,1.0,1.0,-0.9396293149983437,0.4298100289937258,0.43293573393047446,-0.9926246844323221,0.48785770115259786,0.5880550518547754,-0.4738891260821374,0.5026600582885546,0.5102716855719909,-0.06665193043160728,0.48891407142919874,0.4444694456510535,-0.07658726707259522,0.11351997129483143,0.4415631556549721,-0.9993244757366645,0.2109974167857488,0.5606943730840486,-0.29306109668329233,0.24507194483789985,0.4841752389386707,-0.04882589404038961,0.2238165704600229,0.41259832192436025,-0.21287212113299164,-0.1622199583724872,0.4330506458934716,-1.0,-0.01685174056449316,0.5104357309223079,-0.36160206209020557,0.017839108032052433,0.4397921477226374,-0.13148778316042536,-0.014138989221761229,0.3863344206852764,-0.2133488725984474
